edge_id,timestamp_i,timestamp_j,correspondence_success,correspondence_failure_reason,detector_type,keypoint_count_i,keypoint_count_j,raw_match_count,filtered_match_count,inlier_match_count,inlier_ratio,median_match_displacement,p90_match_displacement,match_angle_median,match_angle_dispersion,parallax_proxy,low_parallax_flag,near_static_flag,image_difference_mean,image_difference_p90,flow_success,flow_failure_reason,tracked_point_count,valid_flow_count,median_flow_magnitude,p90_flow_magnitude,flow_angle_median,flow_angle_dispersion,forward_backward_flow_consistency,gt_tmag
10,1745407685.352192,1745407685.4035,True,,ORB,1188,1200,1188,708,466,0.6581920903954802,8.517478942871094,10.57331657409668,-75.96375274658203,54.0899772644043,8.377587199447179,False,False,0.09032248705625534,0.2666666805744171,True,,534,505,8.925488471984863,11.808170318603516,-50.30588912963867,68.97254180908203,0.9386138613861386,0.6054111787727419
11,1745407685.4035,1745407685.45481,True,,ORB,1200,1200,1200,1165,1165,1.0,0.0,0.0,0.0,0.20220902562141418,0.0,True,True,0.004750536289066076,0.01568627543747425,True,,530,530,0.0,0.000657510245218873,0.0,40.370208740234375,0.9924528301886792,0.18140515773098573
12,1745407685.45481,1745407685.505618,True,,ORB,1200,1200,1200,797,582,0.7302383939774153,3.7947282791137695,5.1919989585876465,-45.0,52.70978927612305,3.9547680800815797,False,False,0.05776204541325569,0.16470588743686676,True,,533,530,4.007699966430664,6.180388450622559,-32.48704528808594,56.98846435546875,0.9867924528301887,0.6475016035567874
13,1745407685.505618,1745407685.555714,True,,ORB,1200,1200,1200,1200,1200,1.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,True,,556,556,0.0,0.0,0.0,0.0,1.0,0.40370845664018457
14,1745407685.555714,1745407685.605799,True,,ORB,1200,1200,1200,878,759,0.8644646924829157,2.0,2.985992431640625,0.0,20.208223342895508,1.7754641771316528,False,False,0.02196790650486946,0.05098039284348488,True,,556,556,1.7086553573608398,2.6748247146606445,13.350223541259766,19.411331176757812,0.9946043165467626,0.6416162183677306
15,1745407685.605799,1745407685.656396,True,,ORB,1200,1200,1200,1200,1200,1.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,True,,477,477,0.0,0.0,0.0,0.0,1.0,0.5690831001042066
16,1745407685.656396,1745407685.70775,True,,ORB,1200,1191,1200,831,741,0.8916967509025271,1.6891324520111084,2.932525157928467,0.0,30.780391693115234,1.4016069081150184,False,False,0.021380286663770676,0.05098039284348488,True,,477,476,1.4104965925216675,2.7561960220336914,22.714473724365234,29.058809280395508,0.9936974789915967,0.4346403016571611
17,1745407685.70775,1745407685.758142,True,,ORB,1191,1191,1191,1191,1191,1.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,True,,537,537,0.0,0.0,0.0,0.0,1.0,0.33556381228048465
18,1745407685.758142,1745407685.809113,True,,ORB,1191,1200,1191,818,714,0.8728606356968215,1.6970627307891846,3.018439531326294,45.0,45.590396881103516,1.3792579866080694,False,False,0.025685586035251617,0.062745101749897,True,,537,534,1.3818457126617432,3.442476987838745,43.046287536621094,48.48829650878906,0.99812734082397,0.3143844888317738
19,1745407685.809113,1745407685.859297,True,,ORB,1200,1198,1200,1087,1087,1.0,0.0,0.0,0.0,4.142446041107178,7.808094104302021e-05,True,True,0.004180664196610451,0.007843137718737125,True,,503,503,7.854942668927833e-05,0.9406941533088684,0.0,35.173095703125,0.9940357852882704,0.27234688445070937
20,1745407685.859297,1745407685.910138,True,,ORB,1198,1199,1198,838,740,0.883054892601432,1.7280025482177734,3.2199432849884033,90.0,44.08332824707031,1.3048019409179688,False,False,0.025161975994706154,0.05882352963089943,True,,506,505,1.1943228244781494,4.244682312011719,54.61324691772461,60.314571380615234,0.9841584158415841,0.37924426398474637
21,1745407685.910138,1745407685.960261,True,,ORB,1199,1200,1199,804,627,0.7798507462686567,2.4000015258789062,4.123105525970459,76.71766662597656,53.61198806762695,1.9836703093364985,False,False,0.03388405963778496,0.09803921729326248,True,,503,495,2.0671932697296143,5.637989521026611,69.11834716796875,65.47969055175781,0.9595959595959596,0.22288581997894333
22,1745407685.960261,1745407686.010842,True,,ORB,1200,1196,1200,987,987,1.0,0.0,2.0513198375701904,0.0,22.273937225341797,0.00048182903610628286,False,True,0.011746419593691826,0.0313725508749485,True,,578,577,0.000491193204652518,1.4333584308624268,0.0,76.7801513671875,0.9809358752166378,0.33110767705086586
23,1745407686.010842,1745407686.061911,True,,ORB,1196,1192,1196,713,499,0.699859747545582,6.0,8.012255668640137,90.0,51.53022384643555,5.417478810849987,False,False,0.07358448952436447,0.21176470816135406,True,,583,562,5.755431175231934,10.429149627685547,69.10676574707031,71.66670227050781,0.9412811387900356,0.2226236624421325
24,1745407686.061911,1745407686.111971,True,,ORB,1192,1192,1192,1192,1192,1.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,True,,545,545,0.0,0.0,0.0,0.0,1.0,0.16396387730601714
